Name,URL,Cuisine,Ingredients,key_ingredients
Learn the Filipino Trick for Measuring Water for Rice,https://www.allrecipes.com/article/a-foolproof-way-to-prevent-dry-or-soggy-rice/,Filipino,,[]
Empanada Dough,https://www.allrecipes.com/recipe/212956/empanada-dough/,Filipino,2 cups allpurpose flour ⅓ cup white sugar ½ teaspoon salt ½ cup water 1 large egg yolk 2 tablespoons allpurpose flour for dusting 2 tablespoons butter melted,"['butter', 'flour', 'sugar']"
Adobong Pusit (Squid Adobo),https://www.allrecipes.com/recipe/212923/adobong-pusit-squid-adobo/,Filipino,2 ¼ pounds squid cleaned ½ cup white vinegar ½ cup water   salt and ground black pepper to taste 2 tablespoons olive oil 1 small onion minced 2 cloves garlic minced 1  tomato chopped 1 tablespoon soy sauce,"['garlic', 'onion', 'tomato']"
Ginataang Manok (Chicken Cooked in Coconut Milk),https://www.allrecipes.com/recipe/204821/ginataang-manok-chicken-cooked-in-coconut-milk/,Filipino,3 tablespoons canola oil ½ cup sliced fresh ginger 1 5 pound whole chicken cut into pieces   salt and ground black pepper to taste 2 14 ounce cans coconut milk 1 10 ounce package frozen chopped spinach thawed and drained,"['spinach', 'chicken', 'milk']"
Goat Stew,https://www.allrecipes.com/recipe/228238/goat-stew/,Filipino,1 pound bonein goat meat cut into large chunks ¼ cup vinegar ¼ cup soy sauce 4 cloves garlic crushed 1 tablespoon vegetable oil 1  onion chopped 1  red bell pepper cut into 1inch squares 1 cup tomato sauce 2 cups beef stock 1  potato peeled and cut into large chunks 2  carrots peeled and cut into large chunks ½ cup green peas ½ teaspoon salt ¼ teaspoon pepper 1 pinch cayenne pepper,"['peas', 'garlic', 'onion', 'bell pepper', 'carrot', 'potato', 'tomato', 'beef']"
Filipino Lechon Kawali,https://www.allrecipes.com/recipe/237899/filippino-lechon-kawali/,Filipino,1 ½ pounds pork belly cut into small pieces 3 cloves garlic crushed 2  bay leaves ½ teaspoon salt ½ teaspoon ground black pepper 2 cups oil for frying or as needed,"['garlic', 'pork']"
Buchi,https://www.allrecipes.com/recipe/212935/buchi/,Filipino,1 ¼ cups water divided 3 ½ ounces green mung beans ½ cup white sugar 2 cups glutinous rice flour 2 tablespoons white sugar ⅛ teaspoon salt 1 quart cooking oil,"['beans', 'rice', 'flour', 'sugar']"
Filipino Beef Giniling (Afritada Style),https://www.allrecipes.com/recipe/265040/filipino-beef-giniling-afritada-style/,Filipino,1 tablespoon oil or as needed 1 clove garlic minced 2 pounds ground beef 1 ½ cups water divided or more as needed   ground black pepper to taste 2 medium red potatoes cubed 10  baby carrots or more to taste cubed 6 tablespoons soy sauce divided ½ cup raisins or more to taste 1 ½ 65 ounce cans tomato sauce with salt such as Contadina® ½ medium orange bell pepper diced 4 tablespoons white sugar,"['garlic', 'bell pepper', 'carrot', 'potato', 'tomato', 'orange', 'beef', 'sugar']"
Ube-Macapuno Cake,https://www.allrecipes.com/recipe/51518/ube-macapuno-cake/,Filipino,2 ½ cups cake flour 3 teaspoons baking powder 1 teaspoon salt 1 cup ube purple yam cooked and finely grated ¾ cup milk 1 teaspoon vanilla extract 7  egg yolks lightly beaten ½ cup corn syrup ½ cup vegetable oil 7  egg whites 1 teaspoon cream of tartar 1 cup white sugar 6 drops red food color 6 drops blue food coloring 1 12 ounce jar macapuno coconut preserves,"['corn', 'milk', 'flour', 'sugar']"
Filipino Lumpia,https://www.allrecipes.com/recipe/32010/filipino-lumpia/,Filipino,1 12 ounce package lumpia wrappers 1 pound ground beef ½ pound ground pork ⅓ cup finely chopped onion ⅓ cup finely chopped green bell pepper ⅓ cup finely chopped carrot 1 quart oil for frying,"['onion', 'bell pepper', 'carrot', 'beef', 'pork']"
Sinigang na Bangus (Filipino Milkfish in Tamarind Broth),https://www.allrecipes.com/recipe/262439/sinigang-na-bangus-filipino-milkfish-in-tamarind-broth/,Filipino,5 cups water 2  onions sliced 2  tomatoes sliced 1 pound milkfish bangus cut into 5 pieces 2 small eggplants sliced 18inch thick 1 cup fresh green beans cut into 1inch pieces 2  white radishes labanos sliced 5 pods okra sliced 3  small green chile peppers 1 cup watercress kangkong leaves and stems ½ cup tamarind powder 1 pinch salt to taste,"['eggplant', 'beans', 'green beans', 'onion', 'radish', 'tomato', 'milk']"
Siopao (Filipino Steamed Buns),https://www.allrecipes.com/recipe/213010/siopao-filipino-steamed-buns/,Filipino,3 ⅓ cups allpurpose flour ½ cup white sugar ½ teaspoon salt 1 25 ounce package active dry yeast 1 cup lukewarm water ¼ cup vegetable oil 1 teaspoon vegetable oil or as needed,"['flour', 'sugar']"
Champorado,https://www.allrecipes.com/recipe/212939/champorado/,Filipino,1 cup glutinous sweet rice 2 cups light coconut milk ½ cup cocoa powder 1 cup white sugar 1 teaspoon salt 1 cup thick coconut milk,"['rice', 'milk', 'sugar']"
Beef Nilaga,https://www.allrecipes.com/recipe/212912/beef-nilaga/,Filipino,4 ½ pounds beef short ribs 1 quart water 2  onions chopped 1 tablespoon black peppercorns crushed 2  beef bouillon cubes 2  potatoes quartered 1  chayote squash peeled and quartered 2 stalks celery quartered   salt to taste ¼ head cabbage cut into wedges,"['cabbage', 'celery', 'onion', 'potato', 'corn', 'squash', 'beef']"
Filipino Avocado Milkshake,https://www.allrecipes.com/recipe/139425/filipino-avocado-milkshake/,Filipino,1 medium avocado  peeled pitted and cubed 1 ⅓ cups milk 1 scoop vanilla ice cream 5 cubes ice 3 tablespoons white sugar 1 teaspoon fresh lemon or lime juice,"['avocado', 'milk', 'sugar']"
Siopao (Filipino Steamed Dumplings),https://www.allrecipes.com/recipe/71067/siopao-filipino-steamed-dumplings/,Filipino,1 tablespoon active dry yeast 1 ½ cups lukewarm water ¼ cup white sugar 4 ½ cups rice flour divided ½ cup solid vegetable shortening divided 1 teaspoon vegetable oil 1 large onion diced 1 clove garlic chopped or to taste 1 ½ pounds shredded cooked chicken meat ¼ cup soy sauce 2 teaspoons white sugar ½ cup diced green onion 1 pinch salt and black pepper to taste 1 teaspoon cornstarch if needed Optional,"['garlic', 'onion', 'corn', 'rice', 'chicken', 'flour', 'sugar']"
Kwek Kwek (Filipino Street Food),https://www.allrecipes.com/recipe/259294/kwek-kwek-filipino-street-food/,Filipino,12  quail eggs ¼ cup rice vinegar ¼ cup ketchup ¼ cup brown sugar 2 teaspoons soy sauce ½ cup water 1 drop yellow food coloring 1 drop red food coloring 1 cup allpurpose flour   salt and freshly ground black pepper to taste   oil for deep frying ¼ cup cornstarch   bamboo skewer,"['corn', 'rice', 'eggs', 'flour', 'sugar']"
Chewy Coconut Bibingka (Filipino Rice Cake),https://www.allrecipes.com/recipe/269034/chewy-coconut-bibingka-filipino-rice-cake/,Filipino,1 135 ounce can coconut milk 1 14 ounce can sweetened condensed milk 1 stick butter melted 4  eggs 2 12 ounce jars macapuno strings in heavy syrup 2 ½ cups sweet rice flour mochiko 1 cup packed brown sugar 1 tablespoon vanilla extract,"['rice', 'eggs', 'milk', 'butter', 'flour', 'sugar']"
"Filipino Steamed Rice, Cebu Style",https://www.allrecipes.com/recipe/263028/filipino-steamed-rice-cebu-style/,Filipino,1 pound pork belly cut into 34inch cubes,['pork']
Filipino Ribs,https://www.allrecipes.com/recipe/14756/filipino-ribs/,Filipino,6 pounds pork spareribs 2 medium onions cut into wedges 1 medium onion finely chopped 6 tablespoons soy sauce ¼ teaspoon ground black pepper 6  whole star anise pods 1 tablespoon vegetable oil 1 tablespoon grated fresh ginger ½ cup honey 2 tablespoons brown sugar 1 tablespoon Worcestershire sauce 1 tablespoon lemon juice,"['onion', 'pork', 'sugar']"
Filipino Chicken Sopas,https://www.allrecipes.com/recipe/263557/filipino-chicken-sopas/,Filipino,6 cups water or more as needed ½  onion chopped 1 pound bonein chicken thighs skin removed 1 teaspoon garlic powder 1 teaspoon onion powder 2  carrots diced 2 tablespoons fish sauce or more to taste 4 teaspoons chicken bouillon granules ½ teaspoon ground black pepper ½ 16 ounce package elbow macaroni ½ cup evaporated milk 3 tablespoons butter 1 pinch salt and ground black pepper to taste,"['garlic', 'onion', 'carrot', 'chicken', 'milk', 'butter']"
Leche Flan,https://www.allrecipes.com/recipe/262423/leche-flan/,Filipino,1 cup sugar ¾ cup water,['sugar']
Sinigang na Isda sa Miso (Fish Stew with Miso),https://www.allrecipes.com/recipe/255402/sinigang-na-isda-sa-miso-fish-stew-with-miso/,Filipino,2 tablespoons vegetable oil 1  onion sliced 3 cloves garlic crushed 1 1 inch piece fresh ginger sliced 2  tomatoes sliced 3 tablespoons miso paste or more to taste 1 teaspoon patis fish sauce or to taste 5 cups water 2 pounds red snapper fillets 1  white daikon radish sliced 1 bunch Chinese mustard greens with stalks 3  green chile peppers or more to taste 2 tablespoons kalamansi Filipino lemon juice or more to taste,"['garlic', 'onion', 'radish', 'tomato']"
Chicken Afritada (Filipino Stew),https://www.allrecipes.com/recipe/255401/chicken-afritada-filipino-stew/,Filipino,1 tablespoon vegetable oil 3 cloves garlic crushed and chopped 1  onion chopped 1 cup seeded and chopped tomatoes 1 3 pound whole chicken cut into pieces 3 cups water 1 cup tomato sauce Optional 3  potatoes quartered 1  green bell pepper seeded and cut into matchsticks 1  carrot chopped   salt and ground black pepper to taste,"['garlic', 'onion', 'bell pepper', 'carrot', 'potato', 'tomato', 'chicken']"
Garlic Rice,https://www.allrecipes.com/recipe/86755/garlic-rice/,Filipino,2 tablespoons vegetable oil 2 tablespoons ground pork 1 ½ tablespoons chopped garlic 4 cups cooked white rice 1 ½ teaspoons garlic salt   ground black pepper to taste,"['garlic', 'rice', 'pork']"
Instant Pot Filipino Chicken Adobo,https://www.allrecipes.com/recipe/277700/instant-pot-filipino-chicken-adobo/,Filipino,½ cup distilled white vinegar ¼ cup soy sauce 2 tablespoons minced garlic 1 tablespoon olive oil 1 tablespoon brown sugar 1 teaspoon black peppercorns roughly cracked 2  bay leaves 1 large onion sliced 1 ½ pounds bonein skinon chicken thighs 1 tablespoon chopped scallions,"['garlic', 'onion', 'corn', 'chicken', 'sugar']"
Pochero,https://www.allrecipes.com/recipe/212993/pochero/,Filipino,3 tablespoons olive oil 2  plantains peeled and quartered 2 small potatoes quartered 1  onion chopped 2 cloves garlic minced 4 pounds chicken legs thighs and wings 2 4 ounce links chorizo de bilbao spicy Spanish semicured sausage quartered   salt and pepper to taste   water to cover 2  tomatoes diced 1 155 ounce can garbanzo beans drained 1 small head cabbage chopped,"['cabbage', 'beans', 'garlic', 'onion', 'potato', 'tomato', 'chicken', 'sausage']"
Mamon (Sponge Cakes),https://www.allrecipes.com/recipe/212973/mamon-sponge-cakes/,Filipino,2 ½ cups allpurpose flour 1 cup white sugar 1 tablespoon baking powder 1 teaspoon salt ½ cup vegetable oil 8  egg yolks 2 tablespoons grated orange peel 1 teaspoon vanilla extract ⅓ cup orange juice ⅓ cup water 8  egg whites ½ teaspoon cream of tartar ½ cup white sugar,"['orange', 'flour', 'sugar']"
Filipino Baked Milkfish (Baked Bangus),https://www.allrecipes.com/recipe/212924/filipino-baked-milkfish-baked-bangus/,Filipino,2 pounds whole milkfish bangus or more to taste 1  tomato diced 1  onion chopped 1 2 inch piece ginger thinly sliced crosswise or to taste divided   salt and ground black pepper to taste 4  calamansi juiced ½ cup soy sauce 2 cloves garlic chopped,"['garlic', 'onion', 'tomato', 'milk']"
Biko,https://www.allrecipes.com/recipe/151155/biko/,Filipino,4 cups uncooked glutinous white rice 6 cups cold water 1 14 ounce can coconut milk divided 1 ⅓ cups white sugar 1 ⅓ cups brown sugar 3 tablespoons coconut preserves such as Phil Supreme®,"['rice', 'milk', 'sugar']"
Filipino-Style Congee (Lugaw),https://www.allrecipes.com/recipe/258064/filipino-style-congee-lugaw/,Filipino,5 cups water 2 cups uncooked white rice 3 tablespoons vegetable oil 1 whole head garlic minced 1 tablespoon sliced ginger 2 tablespoons sliced onion 2  skinless boneless chicken breasts cut into cubes 1 tablespoon fish sauce or to taste   ground black pepper to taste 1 teaspoon annatto powder 2  hardboiled eggs peeled or to taste 2 tablespoons chopped spring onions or to taste,"['garlic', 'onion', 'rice', 'chicken', 'eggs']"
Coconut Sauce,https://www.allrecipes.com/recipe/212906/coconut-sauce/,Filipino,1 14 ounce can coconut milk 1 cup brown sugar,"['milk', 'sugar']"
Paksiw na Pata (Pig's Feet Stew),https://www.allrecipes.com/recipe/213001/paksiw-na-pata-pigs-feet-stew/,Filipino,3 ¼ pounds pigs feet rinsed and patted dry 1 ½ cups vinegar 1 ½ cups water ⅓ cup soy sauce 1  onion diced 2 cloves garlic crushed 1 tablespoon whole black peppercorns crushed 3  bay leaves 1 tablespoon white sugar   salt to taste,"['garlic', 'onion', 'corn', 'sugar']"
Filipino Fish Escabeche,https://www.allrecipes.com/recipe/212954/filipino-fish-escabeche/,Filipino,1 cup oil for frying 1 4 ounce whole tilapia cleaned and scaled   salt to taste 3 tablespoons olive oil 1  onion chopped 2 cloves garlic minced 1  red bell pepper cut into chunks 1 1 inch piece ginger thinly sliced crosswise or to taste 1 ¼ cups water 1 cup distilled white vinegar 5 tablespoons white sugar   salt and ground black pepper to taste 1 tablespoon cornstarch,"['garlic', 'onion', 'bell pepper', 'corn', 'sugar']"
Fish Sinigang (Tilapia) - Filipino Sour Broth Dish,https://www.allrecipes.com/recipe/93551/fish-sinigang-tilapia-filipino-sour-broth-dish/,Filipino,½ pound tilapia fillets cut into chunks 1 small head bok choy chopped 2 medium tomatoes cut into chunks 1 cup thinly sliced daikon radish ¼ cup tamarind paste 3 cups water 2  dried red chile peppers Optional,"['bok choy', 'radish', 'tomato']"
Bistek (Filipino Beef Steak),https://www.allrecipes.com/recipe/277279/bistek-filipino-beef-steak/,Filipino,½ cup soy sauce such as Kikkoman® ¼ cup lime juice 3 cloves garlic smashed 2 teaspoons white sugar 1 teaspoon fish sauce Optional   ground black pepper to taste 1 pound beef steak sliced 14inch thick 2 tablespoons vegetable oil divided or as needed 4  potatoes cut into wedges Optional 1 large onion cut into rings ⅛ cup water Optional,"['garlic', 'onion', 'potato', 'beef', 'sugar']"
Karioka Sweet Rice Balls,https://www.allrecipes.com/recipe/241708/karioka-sweet-rice-balls/,Filipino,1 cup rice flour 1 cup shredded coconut ¾ cup coconut milk 2 cups vegetable oil for frying,"['rice', 'milk', 'flour']"
Philippine Longanisa de Eugenio (Sweet Sausage),https://www.allrecipes.com/recipe/138109/philippine-longanisa-de-eugenio-sweet-sausage/,Filipino,½ cup white sugar 1 teaspoon dried oregano ¼ teaspoon ground ginger ½ teaspoon ground pepper 4 ½ teaspoons fine salt ½ teaspoon curing salt Prague powder 1 1 tablespoon minced garlic 2 pounds ground pork 1 pound coarse ground pork back fat ¼ cup distilled white vinegar   Hog casing rinsed well,"['garlic', 'pork', 'sugar']"
Mongo Guisado (Mung Bean Soup),https://www.allrecipes.com/recipe/213005/mongo-guisado-mung-bean-soup/,Filipino,½ pound raw mung beans 2 cups water 2 tablespoons olive oil 1  onion chopped 2 cloves garlic minced ¼ pound boneless pork loin cut into 1inch cubes   salt and ground black pepper to taste ¼ pound peeled and deveined prawns 1 small tomato diced 3 cups chicken broth or more as needed ½ pound fresh spinach leaves,"['spinach', 'beans', 'garlic', 'onion', 'tomato', 'chicken', 'pork']"
Authentic Filipino Pancit,https://www.allrecipes.com/recipe/98629/authentic-filipino-pancit/,Filipino,4  boneless chicken thighs 1 8 ounce package dried rice noodles 2 tablespoons soybased liquid seasoning such as Maggi® or to taste 3 tablespoons olive oil divided 1 tablespoon sesame oil 3 cloves garlic chopped 1 medium onion chopped ½ large head cabbage thinly sliced 2  carrots julienned 1 teaspoon garlic salt,"['cabbage', 'garlic', 'onion', 'carrot', 'rice', 'chicken']"
Filipino Corned Beef and Cabbage,https://www.allrecipes.com/recipe/263852/filipino-corned-beef-and-cabbage/,Filipino,⅓ cup butter 1 teaspoon olive oil ½  onion chopped 3 cloves garlic minced 4  Roma tomatoes cubed ⅓ small head cabbage cored and cut into strips ¼ cup chicken stock or more to taste 1 12 ounce can corned beef,"['cabbage', 'garlic', 'onion', 'corn', 'tomato', 'chicken', 'beef', 'butter']"
Pan De Sal I,https://www.allrecipes.com/recipe/16151/pan-de-sal-i/,Filipino,2 cups warm water 110 degrees F45 degrees C 2 teaspoons active dry yeast ⅓ cup white sugar ¼ cup vegetable oil 1 ½ teaspoons salt 6 cups allpurpose flour,"['flour', 'sugar']"
Sinigang na Baka,https://www.allrecipes.com/recipe/30815/sinigang-na-baka/,Filipino,2 tablespoons canola oil 1 large onion chopped 2 cloves garlic chopped 1 pound beef stew meat cut into 1 inch cubes 1 quart water 2 large tomatoes diced ½ pound fresh green beans rinsed and trimmed ½ medium head bok choy cut into 1 12 inch strips 1 head fresh broccoli cut into bite size pieces 1 141 ounce package tamarind soup base,"['broccoli', 'bok choy', 'beans', 'green beans', 'garlic', 'onion', 'tomato', 'beef']"
Caldereta (Filipino Beef Stew),https://www.allrecipes.com/recipe/228239/caldereta-filipino-beef-stew/,Filipino,3 tablespoons vegetable oil 1 ½ pounds cubed beef stew meat   salt and ground black pepper to taste 3 cloves garlic crushed 3 cups water ½ cup unsweetened pineapple juice 1  onion chopped 1 14 ounce can tomato sauce ¼ cup tomato paste 2  red potatoes diced 1  red bell pepper sliced 1 large carrot sliced diagonally ½ pound miniature cocktail sausages 1 8 ounce can pineapple chunks undrained 1 6 ounce can medium pitted ripe olives drained 3 large bay leaves 1 tablespoon hot pepper sauce such as Tabasco® Optional,"['garlic', 'onion', 'bell pepper', 'hot pepper', 'carrot', 'potato', 'tomato', 'olives', 'apple', 'pineapple', 'beef', 'sausage']"
Lolah's Chicken Adobo,https://www.allrecipes.com/recipe/152243/lolahs-chicken-adobo/,Filipino,3 tablespoons vegetable oil 3 pounds boneless skinless chicken thighs rinsed and patted dry 6 cloves garlic peeled and thinly sliced ½ cup soy sauce ½ cup apple cider vinegar ½ cup water 2 tablespoons pickling spice wrapped in cheesecloth,"['garlic', 'apple', 'chicken', 'cheese']"
Grilled Chicken Adobo,https://www.allrecipes.com/recipe/45580/grilled-chicken-adobo/,Filipino,1 ½ cups soy sauce 1 ½ cups water ¾ cup vinegar 3 tablespoons honey 1 ½ tablespoons minced garlic 3  bay leaves ½ teaspoon black pepper 3 pounds skinless boneless chicken thighs,"['garlic', 'chicken']"
Pork and Chicken Adobo,https://www.allrecipes.com/recipe/76455/pork-and-chicken-adobo/,Filipino,1 ¼ pounds boneless pork loin roast cut into 2inch pieces 1 ¼ pounds boneless skinless chicken thighs trimmed and cut into 2inch pieces 2 tablespoons crushed garlic 2  bay leaves torn   freshly ground black pepper 1 cup white vinegar ¼ cup soy sauce 1 tablespoon vegetable oil 2 cloves garlic smashed,"['garlic', 'chicken', 'pork']"
Maja Blanca,https://www.allrecipes.com/recipe/221333/maja-blanca/,Filipino,1 14ounce can fullfat unsweetened coconut milk 5  20 fat,['milk']
Pandan Chiffon Cake,https://www.allrecipes.com/recipe/266245/pandan-chiffon-cake/,Filipino,6  eggs separated ¼ teaspoon cream of tartar ½ cup white sugar 8 tablespoons water ¼ teaspoon pandan paste 5 tablespoons corn oil 1 cup selfrising flour sifted,"['corn', 'eggs', 'flour', 'sugar']"
Traditional Filipino Lumpia,https://www.allrecipes.com/recipe/35151/traditional-filipino-lumpia/,Filipino,1 tablespoon vegetable oil 1 pound ground pork ½ cup chopped onion 2 cloves garlic crushed ½ cup minced carrots ½ cup chopped green onions ½ cup thinly sliced green cabbage 2 tablespoons chopped fresh cilantro Optional 1 teaspoon ground black pepper 1 teaspoon salt 1 teaspoon garlic powder 1 teaspoon soy sauce 30  lumpia wrappers 2 cups vegetable oil for frying or as needed,"['cabbage', 'cilantro', 'garlic', 'onion', 'carrot', 'pork']"
Finnish Pannu Kakku,https://www.allrecipes.com/recipe/17210/finnish-pannu-kakku/,Finnish,½ cup butter 1 cup white sugar 1 cup allpurpose flour 1 teaspoon baking powder 1 teaspoon salt 4  eggs beaten 2 cups milk,"['eggs', 'milk', 'butter', 'flour', 'sugar']"
Cornish Finnish Michigan Pasties,https://www.allrecipes.com/recipe/12432/cornish-finnish-michigan-pasties/,Finnish,4 ½ cups allpurpose flour 1 cup shortening 1 ¼ cups ice water 1 teaspoon salt 5 ½ cups thinly sliced potatoes 2  carrots shredded 1  onions ½ cup diced rutabaga 1 ½ pounds lean ground beef ½ pound lean ground pork 1 tablespoon salt 1 teaspoon ground black pepper 1 ½ teaspoons monosodium glutamate MSG 1 cube beef bouillon ½ cup hot water,"['onion', 'carrot', 'potato', 'beef', 'pork', 'flour']"
Finnish Nissua,https://www.allrecipes.com/recipe/18123/finnish-nissua/,Finnish,2 cups milk ½ cup margarine 1 cup white sugar 1 teaspoon salt 2 25 ounce packages active dry yeast ½ cup warm water 110 degrees F45 degrees C 3  eggs 1 teaspoon ground cardamom 7 ½ cups bread flour 2 tablespoons butter softened 1 cup confectioners sugar ½ teaspoon vanilla extract 2 teaspoons milk,"['eggs', 'milk', 'butter', 'flour', 'sugar']"
Finnish Kropser (Baked Pancakes),https://www.allrecipes.com/recipe/11501/finnish-kropser-baked-pancakes/,Finnish,3  eggs ½ cup white sugar 1 teaspoon salt 2 cups milk 1 ¼ cups allpurpose flour ¼ cup butter,"['eggs', 'milk', 'butter', 'flour', 'sugar']"
Bread Cheese Is the Best Cheese You Haven't Tried Yet,https://www.allrecipes.com/article/what-is-bread-cheese/,Finnish,,[]
Karelian Pies (Karjalanpiirakka),https://www.allrecipes.com/recipe/56443/karjalan-pies/,Finnish,2 cups water 1 cup uncooked white rice 2 cups milk   salt to taste ½ cup water 1 teaspoon salt 1 cup rye flour ¼ cup allpurpose flour or as needed 3 tablespoons butter melted,"['rice', 'milk', 'butter', 'flour']"
Finnish-Style Mojakka,https://www.allrecipes.com/recipe/16889/finnish-style-mojakka/,Finnish,2 sticks butter 3 pounds boneless beef roast 4 ½ cups water divided 1  onion thinly sliced 2 teaspoons salt ½ teaspoon ground black pepper 4  potatoes cubed 4  carrots chopped 2 stalks celery chopped 2 tablespoons allpurpose flour,"['celery', 'onion', 'carrot', 'potato', 'beef', 'butter', 'flour']"
Finnish Meatballs (Lihapyorykoita),https://www.allrecipes.com/recipe/213669/finnish-meatballs-lihapyorykoita/,Finnish,1 pound lean ground beef 1 cup plain bread crumbs 1  yellow onion minced 1  egg ½ cup whipping cream 2 teaspoons salt 1 teaspoon ground allspice ¼ cup butter 2 tablespoons allpurpose flour 2 cups milk ½ cup whipping cream,"['onion', 'beef', 'milk', 'butter', 'flour']"
Finnish Turnip Casserole,https://www.allrecipes.com/recipe/112265/finnish-turnip-casserole/,Finnish,3 large carrots cubed 1 large turnip cubed 3 tablespoons softened butter ½ teaspoon salt ¼ cup allpurpose flour ¼ cup white sugar 2  eggs ½ cup milk 2 tablespoons white sugar ¼ teaspoon ground cinnamon,"['carrot', 'turnip', 'eggs', 'milk', 'butter', 'flour', 'sugar']"
Kropsua (Finnish Pancake),https://www.allrecipes.com/recipe/257016/kropsua-finnish-pancake/,Finnish,½ cup butter 2 cups milk 1 cup allpurpose flour 2  eggs 2 tablespoons white sugar ½ teaspoon salt,"['eggs', 'milk', 'butter', 'flour', 'sugar']"
Finnish Summer Soup,https://www.allrecipes.com/recipe/14133/finnish-summer-soup/,Finnish,2 cups water 5 small potatoes peeled and halved 1 teaspoon salt ⅛ teaspoon ground black pepper 2 tablespoons butter 6 cups green onions cut into 3 inch lengths 12  baby carrots 1 ½ pounds fresh green beans cut into 1inch lengths 2 cups fresh shelled green peas 2 cups halfandhalf 3 tablespoons allpurpose flour,"['beans', 'green beans', 'peas', 'onion', 'carrot', 'potato', 'butter', 'flour']"
Finnish Blueberry Pie,https://www.allrecipes.com/recipe/203567/finnish-blueberry-pie/,Finnish,¾ cup white sugar ¾ cup butter softened 1  egg 1 teaspoon baking powder 2 ¼ cups allpurpose flour ½ cup milk 2 pints fresh blueberries ½ cup white sugar or more to taste,"['blueberries', 'milk', 'butter', 'flour', 'sugar']"
Finnish-American Flatbread,https://www.allrecipes.com/recipe/111837/finnish-american-flatbread/,Finnish,4 cups warm water 110 degrees F45 degrees C 1 teaspoon white sugar 2 25 ounce packages active dry yeast 2 teaspoons salt ¾ cup coarse whole wheat flour ¾ cup coarse whole rye flour 8 cups bread flour 2 tablespoons butter melted,"['butter', 'flour', 'sugar']"
Pannukakku (Finnish Oven Pancake),https://www.allrecipes.com/recipe/283760/pannukakku-finnish-oven-pancake/,Finnish,  nonstick cooking spray 1 ⅔ cups allpurpose flour ⅔ cup white sugar 1 teaspoon salt 1 teaspoon baking powder 3 ⅓ cups milk 2 large eggs ½ cup margarine melted and cooled 1 teaspoon vanilla extract,"['eggs', 'milk', 'flour', 'sugar']"
Finnish Runeberg Tortes,https://www.allrecipes.com/recipe/281678/finnish-runeberg-tortes/,Finnish,½ cup allpurpose flour 1 ½ tablespoons allpurpose flour ½ cup crushed gingersnap cookies 1 ½ tablespoons crushed gingersnap cookies 6 ½ tablespoons almond flour 1 ½ teaspoons baking powder ½ cup unsalted butter softened 2 tablespoons unsalted butter softened 6 ½ tablespoons white sugar 3 ½ tablespoons brown sugar 2 large eggs 1 ½ teaspoons rum flavored extract 3 ½ tablespoons heavy cream,"['eggs', 'butter', 'flour', 'sugar']"
Finnish Oven Pancakes,https://www.allrecipes.com/recipe/283758/finnish-oven-pancakes/,Finnish,2 large eggs 2 cups milk 1  lemon zested and juiced 2 tablespoons white sugar 1 teaspoon salt 1 cup allpurpose flour ¼ cup unsalted butter 2 tablespoons coarse sugar such as turbinado ½ teaspoon ground cardamom,"['eggs', 'milk', 'butter', 'flour', 'sugar']"
Finnish Pulla,https://www.allrecipes.com/recipe/7010/finnish-pulla/,Finnish,2 cups milk ½ cup warm water 110 degrees F45 degrees C 1 25 ounce package active dry yeast 1 cup white sugar 4 large eggs beaten 1 teaspoon salt 1 teaspoon ground cardamom 9 cups allpurpose flour ½ cup butter melted 1 large egg 1 tablespoon water 2 tablespoons white sugar,"['eggs', 'milk', 'butter', 'flour', 'sugar']"
Finnish Pancakes,https://www.allrecipes.com/recipe/257015/finnish-pancakes/,Finnish,1 cup milk 2 tablespoons butter melted 2  eggs ½ cup allpurpose flour 1 teaspoon baking powder ½ teaspoon vanilla extract ½ teaspoon salt,"['eggs', 'milk', 'butter', 'flour']"
DIY Finnish Lonkero (a.k.a. Long Drink),https://www.allrecipes.com/recipe/245540/diy-finnish-lonkero-aka-long-drink/,Finnish,4  ice cubes 2 tablespoons gin or to taste ⅔ cup grapefruit juice or to taste 1 tablespoon lemon juice 1 tablespoon lime juice 1 cup club soda,[]
Apple Tarte Tatin,https://www.allrecipes.com/recipe/230610/apple-tarte-tatin/,French,3 tablespoons butter ¾ cup white sugar 3 large Granny Smith apples  peeled cored and quartered 1 tablespoon allpurpose flour,"['apple', 'butter', 'flour', 'sugar']"
Provencal White Beans,https://www.allrecipes.com/provencal-white-beans-recipe-7508186,French,4 15 ounce white beans 1 quart chicken stock 14 cup olive oil 2 cups chopped yellow onions 1 cup mediumdiced carrots 1 cup celery 14 cup chopped fresh parsley plus extra for garnish 2 tablespoons fresh rosemary 2 tablespoons fresh thyme 1 tablespoon minced garlic 13 cup grated Parmesan cheese,"['celery', 'beans', 'garlic', 'onion', 'carrot', 'chicken', 'cheese']"
Sole Meuniere,https://www.allrecipes.com/sole-meuniere-recipe-7503717,French,1 cup all purpose flour 1 tablespoon salt divided or to taste 1 teaspoon ground black pepper 12 cup butter 2 tablespoons freshlysqueezed lemon juice 1 teaspoon lemon zest 3 tablespoons chopped parsley,"['butter', 'flour']"
